time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z
3.240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.360,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
3.600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.060,0.978, 346.645, 352.602,1.783, 0.789, -3.069,356.384, 23.159, 327.268,null,null,null,null,null,null
